,text,label_str,label
4121,a study of political interest of the students at secondary level,politics,2
3918,la agricultura en la montana de alicante situacion actual y potencial futuro,economics,3
3986,devising renewable heat policy overview of support options,economics,3
368,clinicolegal considerations of monovision,psychology,1
4301,i i hodzko the founder of caucasus triangulation the second half of the 19th,geography,4
1151,2821 dopamine d2 3 receptor availability and human cognitive impulsivity a high resolution pet imaging study with 11c raclopride,psychology,1
4009,genetics of glucocorticoid regulation and posttraumatic stress disorder what do we know,psychology,1
2067,male juvenile delinquents friendships,psychology,1
2164,mscs ameliorate elastase induced emphysema by suppressing il 1b and inducing growth factors,medicine,0
3129,gender inequality in science a universal condition,politics,2
5503,a follow up study of a large group of children struck by lightning,medicine,0
191,geospatial data policy study,geography,4
3909,health education in a virtual world experience with patient and professional education in second life,medicine,0
108,let s count goats review,psychology,1
3742,world war i and propaganda poster art comparing the united states and german cases,politics,2
2951,global education and critical thinking columbus and the closing of minds,psychology,1
3375,wetlands trading is a loser s game say ecologists,economics,3
1360,financial geography a banker s view by risto laulajainen,economics,3
3340,rape the politics and definition,politics,2
4084,nato allies walk on nuclear eggshells,politics,2
4878,a study of the onset of burnout in sports development of an athlete version of the burnout process questionnaire,psychology,1
5446,presidency by plebiscite the reagan bush era in institutional perspective,politics,2
2536,the economical geography of swedish norrland,geography,4
2615,biography the making of an egyptian arab nationalist the early years of azzam pasha 1893 1936,politics,2
5370,zone fever the arable land debate and real estate speculation china s evolving land use regime and its geographical contradictions,economics,3
3362,image of russia and formation of political worldview of young joseph goebbels russia you are a hope of the dying world 1923 1924,politics,2
476,kajian pengelolaan dan pemanfaatan sumber air baku sumberawan singosari kabupaten malang,business,5
3274,red sunset and blue sky with a shoe box,geography,4
4176,down to earth ideological and political work with students in higher education,politics,2
3929,the uk qualifications and credit framework a critique,psychology,1
312,a marxist perspective in perspective,politics,2
508,the strategic thinking on independent innovation of chinese distribution industry,business,5
166,susceptibility evaluation of debris flow in the wudu district longnan city gansu province,geography,4
2006,sustainability of for profit postsecondary institutions for non profit purposes the case of corporate universities in the u s,economics,3
4374,reviews sprachatlas der deutschen schweiz edited by rudolf hotzenkocherle volume 6 wortgeographie 3 under the direction of rudolf trub prepared by walter haas doris handschuh rudolf trub et al bern switzerland francke 1988 270 sprachatlas der deutschen sch,politics,2
5283,how failed attempts to amend the constitution mobilize political change,politics,2
1024,variation of reference evapotranspiration in the central region of argentina between 1941 and 2010,geography,4
1221,breaking boundaries in girlhood studies,politics,2
3509,research in transportation in relation to agriculture j d black editor new york social science research council 1933 94 pp 75 cents,economics,3
1119,animal production in a sustainable agriculture,economics,3
2104,cluster analysis in severe emphysema patients using phenotype and genotype data an exploratory analysis,medicine,0
5040,trucking group concerned about michigan wage law,business,5
2323,early to intermediate survival after extrapleural pneumonectomy for malignant pleural mesothelioma in wales,medicine,0
