text,label_str,label
an investigation of risk factors for adverse psychosocial outcomes after intensive care,medicine,0
beads of the early islamic period,geography,4
information corporate governance and institutional diversity book,economics,3
an empirical study of c2ce commerce consumer behavior in context of big data,business,5
the fundraising performance of charity websites a us uk comparison,business,5
cumplimiento de objetivos terapeuticos en pacientes con revascularizacion miocardica en el area virgen macarena de sevilla,geography,4
north dakota lignite energy industry s contributin to the state economy for 1993 and projected for 1994,economics,3
the british central africa protectorate discussion,geography,4
3d glandular in vitro models to investigate mechanisms of glandular hyperplasia in respiratory tract diseases,medicine,0
seminar on shariah courts in malaysia kuala lumpur 21 april 2015,business,5
behavioural economics the implications for competition policy,economics,3
biophysical remote sensing,geography,4
analysis on students motivation in learning english,psychology,1
detroit city of cars city of music,politics,2
desarrollo tecnologico para elaborar vino blanco comun en misiones con evaluacion economica a escala industrial,economics,3
simvastatin prevents the development of monocrotaline induced pulmonary hypertension in the rats through reduction of inflammation,medicine,0
magnetic anomalies in the philippine sea implications for regional tectonics,geography,4
developing the effective use of information technology in teaching and learning in geography the computers in teaching initiative centre for geography,geography,4
agostino bistraelli gli esuli del risorgimento,geography,4
gods of to morrow a journey in asia and australasia,geography,4
diastolic dysfunction in copd is it the heart or the lungs the multi ethnic study of atherosclerosis mesa copd study,medicine,0
simulating oppression digital gaming race and the education of african american children,sociology,6
gerrie ter haar spirit of africa the healing ministry of archbishop milingo of zambia london hurst 1992 294 pp 9 95 isbn 1 85065 117 5 paperback,sociology,6
no 44560 germany and nigeria,geography,4
a method of extracting urban built up area based on dmsp ols nighttime data and google earth,geography,4
an analysis of the regional differences of china s agricultural technology efficiency,economics,3
the art of immersion how the digital generation is remaking hollywood madison avenue and the way we tell stories,business,5
the outsourcing bogeyman,politics,2
